pop_size,geracoes,elite_rate,mutation_rate,melhor_solucao,melhor_custo,tempo_execucao_s,geracao_melhor_custo,configuracao,elitism,selection,crossover,mutation
100,100,0.2,0.1,[9 5 3 8 7 0 6 1 4 2],4493.0,1.5213797092437744,22,"{'selection': 'tournament', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,tournament,cx,swap
100,100,0.2,0.1,[0 8 4 3 1 9 2 7 6 5],4695.0,1.9376311302185059,31,"{'selection': 'roulette', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,roulette,cx,swap
100,100,0.2,0.1,[8 1 4 2 0 6 7 9 3 5],5663.0,1.5268096923828125,2,"{'selection': 'tournament', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,tournament,cx,swap
100,100,0.2,0.1,[4 5 3 7 8 2 1 9 6 0],5547.0,1.9373817443847656,34,"{'selection': 'roulette', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,roulette,cx,swap
100,100,0.2,0.1,[9 7 2 4 5 1 3 8 0 6],5752.0,1.5199484825134277,5,"{'selection': 'tournament', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,tournament,cx,swap
100,100,0.2,0.1,[7 2 4 3 0 5 8 9 1 6],5596.0,2.0241355895996094,72,"{'selection': 'roulette', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,roulette,cx,swap
100,100,0.2,0.1,[0 6 5 8 4 7 3 2 1 9],6069.0,1.4798052310943604,10,"{'selection': 'tournament', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,tournament,cx,swap
100,100,0.2,0.1,[6 7 2 1 5 4 9 0 8 3],6118.0,1.9569158554077148,55,"{'selection': 'roulette', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,roulette,cx,swap
100,100,0.2,0.1,[2 9 5 3 4 7 8 6 0 1],4950.0,1.4800314903259277,11,"{'selection': 'tournament', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,tournament,cx,swap
100,100,0.2,0.1,[2 9 3 8 6 7 5 4 0 1],4954.0,1.9330346584320068,17,"{'selection': 'roulette', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,roulette,cx,swap
100,100,0.2,0.1,[1 4 3 2 9 6 8 0 7 5],6274.0,1.5311203002929688,30,"{'selection': 'tournament', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,tournament,cx,swap
100,100,0.2,0.1,[3 7 6 5 2 9 0 8 4 1],6167.0,1.94138503074646,38,"{'selection': 'roulette', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,roulette,cx,swap
100,100,0.2,0.1,[1 2 0 9 3 6 8 7 5 4],4841.0,1.5392448902130127,56,"{'selection': 'tournament', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,tournament,cx,swap
100,100,0.2,0.1,[2 6 0 3 7 4 8 1 5 9],4848.0,1.9835338592529297,64,"{'selection': 'roulette', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,roulette,cx,swap
100,100,0.2,0.1,[7 9 4 1 8 0 2 6 5 3],4647.0,1.5561037063598633,38,"{'selection': 'tournament', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,tournament,cx,swap
100,100,0.2,0.1,[9 7 3 1 4 0 6 2 8 5],4705.0,1.9481301307678223,45,"{'selection': 'roulette', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,roulette,cx,swap
100,100,0.2,0.1,[4 3 9 0 5 6 2 1 7 8],6813.0,1.500962495803833,45,"{'selection': 'tournament', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,tournament,cx,swap
100,100,0.2,0.1,[6 3 8 4 0 2 5 1 9 7],6804.0,2.0270650386810303,55,"{'selection': 'roulette', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,roulette,cx,swap
100,100,0.2,0.1,[9 7 2 5 0 4 1 6 8 3],6528.0,1.5041465759277344,37,"{'selection': 'tournament', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,tournament,cx,swap
100,100,0.2,0.1,[9 7 2 5 0 4 1 6 8 3],6528.0,2.0561866760253906,16,"{'selection': 'roulette', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,roulette,cx,swap
100,100,0.2,0.1,[5 3 6 7 2 8 4 9 1 0],4812.0,1.5567681789398193,7,"{'selection': 'tournament', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,tournament,cx,swap
100,100,0.2,0.1,[1 7 6 3 8 4 9 5 2 0],4770.0,2.047959804534912,93,"{'selection': 'roulette', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,roulette,cx,swap
100,100,0.2,0.1,[6 4 7 1 3 0 5 8 2 9],6134.0,1.520555019378662,33,"{'selection': 'tournament', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,tournament,cx,swap
100,100,0.2,0.1,[8 7 2 1 6 9 4 3 5 0],6120.0,2.0637989044189453,38,"{'selection': 'roulette', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,roulette,cx,swap
100,100,0.2,0.1,[9 3 5 0 2 8 6 4 1 7],6107.0,1.614330530166626,44,"{'selection': 'tournament', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,tournament,cx,swap
100,100,0.2,0.1,[9 3 5 0 2 8 6 4 1 7],6107.0,2.1221635341644287,23,"{'selection': 'roulette', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,roulette,cx,swap
100,100,0.2,0.1,[7 2 0 8 6 1 5 9 3 4],4386.0,1.5504074096679688,22,"{'selection': 'tournament', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,tournament,cx,swap
100,100,0.2,0.1,[9 0 8 3 7 4 1 6 2 5],4291.0,1.9934933185577393,27,"{'selection': 'roulette', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,roulette,cx,swap
100,100,0.2,0.1,[1 6 0 7 9 8 2 4 3 5],4996.0,1.5506844520568848,23,"{'selection': 'tournament', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,tournament,cx,swap
100,100,0.2,0.1,[1 6 0 7 9 8 2 4 3 5],4996.0,2.0987842082977295,22,"{'selection': 'roulette', 'crossover': 'cx', 'elitism': 'simple', 'mutation': 'swap'}",simple,roulette,cx,swap
